unique_id,salzone,season,station,sampledate,samplenumber,metric,value,score,ibi_score,rating
le5.5-w_ap_fs1_2013-04-17,m,spring,le5.5-w,2013-04-17,fs1,prorocentrum_minimum_abundance,11767359,1,2.71,fair
cb6.4_ap_fs1_2013-05-14,m,spring,cb6.4,2013-05-14,fs1,prorocentrum_minimum_abundance,,,2.27,fair_poor
we4.2_ap_fs1_2013-05-14,m,spring,we4.2,2013-05-14,fs1,prorocentrum_minimum_abundance,,,1.83,poor
le5.5-w_ap_fs1_2013-05-14,m,spring,le5.5-w,2013-05-14,fs1,prorocentrum_minimum_abundance,,,2.24,fair_poor
le5.5-w_ap_fs1_2013-05-14,m,spring,le5.5-w,2013-05-14,fs1,prorocentrum_minimum_abundance,3177589,1,2.24,fair_poor
sbe5_ap_fs1_2013-05-16,m,spring,sbe5,2013-05-16,fs1,prorocentrum_minimum_abundance,,,1,poor
cb6.1_ap_fs1_2013-05-16,m,spring,cb6.1,2013-05-16,fs1,prorocentrum_minimum_abundance,,,2.73,fair
cb6.1_ap_fs1_2013-05-16,m,spring,cb6.1,2013-05-16,fs1,prorocentrum_minimum_abundance,23870405,1,2.73,fair
le3.6_ap_fs1_2013-05-17,m,spring,le3.6,2013-05-17,fs1,prorocentrum_minimum_abundance,,,2.37,fair_poor
le3.6_ap_fs1_2013-05-17,m,spring,le3.6,2013-05-17,fs1,prorocentrum_minimum_abundance,10356965,1,2.37,fair_poor
ret4.3_ap_fs1_2013-05-21,m,spring,ret4.3,2013-05-21,fs1,prorocentrum_minimum_abundance,,,1,poor
sbe5_ap_fs1_2014-03-12,m,spring,sbe5,2014-03-12,fs1,prorocentrum_minimum_abundance,,,2.65,fair_poor
sbe5_ap_fs1_2014-03-12,m,spring,sbe5,2014-03-12,fs1,prorocentrum_minimum_abundance,4246209,1,2.65,fair_poor
cb6.1_ap_fs1_2014-03-20,m,spring,cb6.1,2014-03-20,fs1,prorocentrum_minimum_abundance,,,3.04,fair
cb6.1_ap_fs1_2014-03-20,m,spring,cb6.1,2014-03-20,fs1,prorocentrum_minimum_abundance,2795417,1,3.04,fair
le3.6_ap_fs1_2014-03-20,m,spring,le3.6,2014-03-20,fs1,prorocentrum_minimum_abundance,,,2.02,fair_poor
le3.6_ap_fs1_2014-03-20,m,spring,le3.6,2014-03-20,fs1,prorocentrum_minimum_abundance,13598489,1,2.02,fair_poor
sbe5_ap_fs1_2014-04-09,m,spring,sbe5,2014-04-09,fs1,prorocentrum_minimum_abundance,,,2.25,fair_poor
cb6.4_ap_fs1_2014-04-14,m,spring,cb6.4,2014-04-14,fs1,prorocentrum_minimum_abundance,,,3.49,fair_good
cb6.4_ap_fs1_2014-04-14,m,spring,cb6.4,2014-04-14,fs1,prorocentrum_minimum_abundance,3134444,1,3.49,fair_good
we4.2_ap_fs1_2014-04-14,m,spring,we4.2,2014-04-14,fs1,prorocentrum_minimum_abundance,,,3.5,fair_good
we4.2_ap_fs1_2014-04-14,m,spring,we4.2,2014-04-14,fs1,prorocentrum_minimum_abundance,3352434,1,3.5,fair_good
le5.5-w_ap_fs1_2014-04-14,m,spring,le5.5-w,2014-04-14,fs1,prorocentrum_minimum_abundance,,,3.06,fair
le5.5-w_ap_fs1_2014-04-14,m,spring,le5.5-w,2014-04-14,fs1,prorocentrum_minimum_abundance,2931973,1,3.06,fair
cb6.1_ap_fs1_2014-04-22,m,spring,cb6.1,2014-04-22,fs1,prorocentrum_minimum_abundance,,,2.38,fair_poor
cb6.1_ap_fs1_2014-04-22,m,spring,cb6.1,2014-04-22,fs1,prorocentrum_minimum_abundance,8685051,1,2.38,fair_poor
le3.6_ap_fs1_2014-04-22,m,spring,le3.6,2014-04-22,fs1,prorocentrum_minimum_abundance,,,2.04,fair_poor
le3.6_ap_fs1_2014-04-22,m,spring,le3.6,2014-04-22,fs1,prorocentrum_minimum_abundance,6197894,1,2.04,fair_poor
cb7.4_ap_fs1_2014-05-12,m,spring,cb7.4,2014-05-12,fs1,prorocentrum_minimum_abundance,,,2.65,fair_poor
cb7.4_ap_fs1_2014-05-12,m,spring,cb7.4,2014-05-12,fs1,prorocentrum_minimum_abundance,4174265,1,2.65,fair_poor
cb7.3e_ap_fs1_2014-05-12,m,spring,cb7.3e,2014-05-12,fs1,prorocentrum_minimum_abundance,,,2.36,fair_poor
cb7.3e_ap_fs1_2014-05-12,m,spring,cb7.3e,2014-05-12,fs1,prorocentrum_minimum_abundance,10665157,1,2.36,fair_poor
cb6.1_ap_fs1_2014-05-12,m,spring,cb6.1,2014-05-12,fs1,prorocentrum_minimum_abundance,,,2.36,fair_poor
cb6.1_ap_fs1_2014-05-12,m,spring,cb6.1,2014-05-12,fs1,prorocentrum_minimum_abundance,16106220,1,2.36,fair_poor
le3.6_ap_fs1_2014-05-12,m,spring,le3.6,2014-05-12,fs1,prorocentrum_minimum_abundance,,,2.39,fair_poor
le3.6_ap_fs1_2014-05-12,m,spring,le3.6,2014-05-12,fs1,prorocentrum_minimum_abundance,12051045,1,2.39,fair_poor
cb6.4_ap_fs1_2014-05-13,m,spring,cb6.4,2014-05-13,fs1,prorocentrum_minimum_abundance,,,2.36,fair_poor
cb6.4_ap_fs1_2014-05-13,m,spring,cb6.4,2014-05-13,fs1,prorocentrum_minimum_abundance,11402034,1,2.36,fair_poor
we4.2_ap_fs1_2014-05-14,m,spring,we4.2,2014-05-14,fs1,prorocentrum_minimum_abundance,,,2.36,fair_poor
we4.2_ap_fs1_2014-05-14,m,spring,we4.2,2014-05-14,fs1,prorocentrum_minimum_abundance,14970725,1,2.36,fair_poor
sbe5_ap_fs1_2014-05-14,m,spring,sbe5,2014-05-14,fs1,prorocentrum_minimum_abundance,,,3.48,fair_good
sbe5_ap_fs1_2014-05-14,m,spring,sbe5,2014-05-14,fs1,prorocentrum_minimum_abundance,4205117,1,3.48,fair_good
le5.5-w_ap_fs1_2014-05-14,m,spring,le5.5-w,2014-05-14,fs1,prorocentrum_minimum_abundance,,,2.66,fair_poor
le5.5-w_ap_fs1_2014-05-14,m,spring,le5.5-w,2014-05-14,fs1,prorocentrum_minimum_abundance,12273701,1,2.66,fair_poor
le3.6_ap_fs1_2015-03-12,m,spring,le3.6,2015-03-12,fs1,prorocentrum_minimum_abundance,,,3.44,fair_good
le3.6_ap_fs1_2015-03-12,m,spring,le3.6,2015-03-12,fs1,prorocentrum_minimum_abundance,5935436,1,3.44,fair_good
sbe5_ap_fs1_2015-03-19,m,spring,sbe5,2015-03-19,fs1,prorocentrum_minimum_abundance,,,1.69,poor
sbe5_ap_fs1_2015-03-19,m,spring,sbe5,2015-03-19,fs1,prorocentrum_minimum_abundance,18012722,1,1.69,poor
ret3.1_ap_fs1_2015-03-19,m,spring,ret3.1,2015-03-19,fs1,prorocentrum_minimum_abundance,,,2.28,fair_poor
cb6.1_ap_fs1_2015-04-07,m,spring,cb6.1,2015-04-07,fs1,prorocentrum_minimum_abundance,,,4.27,good
cb6.1_ap_fs1_2015-04-07,m,spring,cb6.1,2015-04-07,fs1,prorocentrum_minimum_abundance,4817522,1,4.27,good
le3.6_ap_fs1_2015-04-07,m,spring,le3.6,2015-04-07,fs1,prorocentrum_minimum_abundance,,,4.27,good
le3.6_ap_fs1_2015-04-07,m,spring,le3.6,2015-04-07,fs1,prorocentrum_minimum_abundance,4553298,1,4.27,good
ret4.3_ap_fs1_2015-04-29,m,spring,ret4.3,2015-04-29,fs1,prorocentrum_minimum_abundance,,,1.84,poor
ret4.3_ap_fs1_2015-04-29,m,spring,ret4.3,2015-04-29,fs1,prorocentrum_minimum_abundance,14786553,1,1.84,poor
cb6.4_ap_fs1_2015-05-05,m,spring,cb6.4,2015-05-05,fs1,prorocentrum_minimum_abundance,,,3.05,fair
cb6.4_ap_fs1_2015-05-05,m,spring,cb6.4,2015-05-05,fs1,prorocentrum_minimum_abundance,8845053,1,3.05,fair
cb6.1_ap_fs1_2015-05-06,m,spring,cb6.1,2015-05-06,fs1,prorocentrum_minimum_abundance,,,3.48,fair_good
cb6.1_ap_fs1_2015-05-06,m,spring,cb6.1,2015-05-06,fs1,prorocentrum_minimum_abundance,10713323,1,3.48,fair_good
le3.6_ap_fs1_2015-05-06,m,spring,le3.6,2015-05-06,fs1,prorocentrum_minimum_abundance,,,3.06,fair
le3.6_ap_fs1_2015-05-06,m,spring,le3.6,2015-05-06,fs1,prorocentrum_minimum_abundance,13992153,1,3.06,fair
ret4.3_ap_fs1_2015-05-13,m,spring,ret4.3,2015-05-13,fs1,prorocentrum_minimum_abundance,,,1,poor
ret4.3_ap_fs1_2015-05-13,m,spring,ret4.3,2015-05-13,fs1,prorocentrum_minimum_abundance,1328517,,1,poor
sbe5_ap_fs1_2015-05-20,m,spring,sbe5,2015-05-20,fs1,prorocentrum_minimum_abundance,,,1,poor
sbe5_ap_fs1_2015-05-20,m,spring,sbe5,2015-05-20,fs1,prorocentrum_minimum_abundance,1677445,1,1,poor
sbe5_ap_fs1_2016-03-09,m,spring,sbe5,2016-03-09,fs1,prorocentrum_minimum_abundance,,,3.11,fair
cb6.1_ap_fs1_2016-03-16,m,spring,cb6.1,2016-03-16,fs1,prorocentrum_minimum_abundance,,,2.35,fair_poor
cb6.1_ap_fs1_2016-03-16,m,spring,cb6.1,2016-03-16,fs1,prorocentrum_minimum_abundance,26348646,1,2.35,fair_poor
le3.6_ap_fs1_2016-03-16,m,spring,le3.6,2016-03-16,fs1,prorocentrum_minimum_abundance,,,2.23,fair_poor
le3.6_ap_fs1_2016-03-16,m,spring,le3.6,2016-03-16,fs1,prorocentrum_minimum_abundance,7827722,1,2.23,fair_poor
ret4.3_ap_fs1_2016-03-16,m,spring,ret4.3,2016-03-16,fs1,prorocentrum_minimum_abundance,,,1.34,poor
sbe5_ap_fs1_2016-04-14,m,spring,sbe5,2016-04-14,fs1,prorocentrum_minimum_abundance,,,2.66,fair_poor
sbe5_ap_fs1_2016-04-14,m,spring,sbe5,2016-04-14,fs1,prorocentrum_minimum_abundance,2330874,1,2.66,fair_poor
ret3.1_ap_fs1_2016-04-21,m,spring,ret3.1,2016-04-21,fs1,prorocentrum_minimum_abundance,,,1,poor
ret3.1_ap_fs1_2016-04-21,m,spring,ret3.1,2016-04-21,fs1,prorocentrum_minimum_abundance,2850866,1,1,poor
ret4.3_ap_fs1_2016-04-27,m,spring,ret4.3,2016-04-27,fs1,prorocentrum_minimum_abundance,,,1,poor
ret4.3_ap_fs1_2016-04-27,m,spring,ret4.3,2016-04-27,fs1,prorocentrum_minimum_abundance,2496964,1,1,poor
cb6.1_ap_fs1_2016-04-27,m,spring,cb6.1,2016-04-27,fs1,prorocentrum_minimum_abundance,,,3.07,fair
cb6.1_ap_fs1_2016-04-27,m,spring,cb6.1,2016-04-27,fs1,prorocentrum_minimum_abundance,3581051,1,3.07,fair
le3.6_ap_fs1_2016-04-28,m,spring,le3.6,2016-04-28,fs1,prorocentrum_minimum_abundance,,,3.04,fair
le3.6_ap_fs1_2016-04-28,m,spring,le3.6,2016-04-28,fs1,prorocentrum_minimum_abundance,4536587,1,3.04,fair
cb6.4_ap_fs1_2016-05-10,m,spring,cb6.4,2016-05-10,fs1,prorocentrum_minimum_abundance,,,3.44,fair_good
cb6.4_ap_fs1_2016-05-10,m,spring,cb6.4,2016-05-10,fs1,prorocentrum_minimum_abundance,4443026,1,3.44,fair_good
le5.5-w_ap_fs1_2016-05-10,m,spring,le5.5-w,2016-05-10,fs1,prorocentrum_minimum_abundance,,,2.23,fair_poor
le5.5-w_ap_fs1_2016-05-10,m,spring,le5.5-w,2016-05-10,fs1,prorocentrum_minimum_abundance,2975152,1,2.23,fair_poor
le5.4_ap_fs1_2016-05-19,m,spring,le5.4,2016-05-19,fs1,prorocentrum_minimum_abundance,,,2.64,fair_poor
le5.4_ap_fs1_2016-05-19,m,spring,le5.4,2016-05-19,fs1,prorocentrum_minimum_abundance,1471263,,2.64,fair_poor
le5.2_ap_fs1_2016-05-19,m,spring,le5.2,2016-05-19,fs1,prorocentrum_minimum_abundance,,,2.06,fair_poor
le5.2_ap_fs1_2016-05-19,m,spring,le5.2,2016-05-19,fs1,prorocentrum_minimum_abundance,1623448,1,2.06,fair_poor
cb6.1_ap_fs1_2016-05-19,m,spring,cb6.1,2016-05-19,fs1,prorocentrum_minimum_abundance,,,3.49,fair_good
cb6.1_ap_fs1_2016-05-19,m,spring,cb6.1,2016-05-19,fs1,prorocentrum_minimum_abundance,2973760,1,3.49,fair_good
le3.6_ap_fs1_2016-05-20,m,spring,le3.6,2016-05-20,fs1,prorocentrum_minimum_abundance,,,3.49,fair_good
le3.6_ap_fs1_2016-05-20,m,spring,le3.6,2016-05-20,fs1,prorocentrum_minimum_abundance,2151823,1,3.49,fair_good
cb7.3e_ap_fs1_2013-03-20,p,spring,cb7.3e,2013-03-20,fs1,total_phyto_biomass_chla_ratio,115.012539751447,5,3.45,fair_good
cb7.4_ap_fs1_2013-03-20,p,spring,cb7.4,2013-03-20,fs1,total_phyto_biomass_chla_ratio,88.8975697351525,3,2.48,fair_poor
cb7.4_ap_fs1_2013-04-15,p,spring,cb7.4,2013-04-15,fs1,total_phyto_biomass_chla_ratio,435.02386697122,5,3.95,fair_good
cb7.3e_ap_fs1_2013-04-15,p,spring,cb7.3e,2013-04-15,fs1,total_phyto_biomass_chla_ratio,63.565290585206,1,2.96,fair
cb6.4_ap_fs1_2013-04-16,p,spring,cb6.4,2013-04-16,fs1,total_phyto_biomass_chla_ratio,251.097655589167,5,3.43,fair_good
we4.2_ap_fs1_2013-04-17,p,spring,we4.2,2013-04-17,fs1,total_phyto_biomass_chla_ratio,109.827840592002,5,1.98,poor
cb7.4_ap_fs1_2013-05-14,p,spring,cb7.4,2013-05-14,fs1,total_phyto_biomass_chla_ratio,65.3455013260863,1,1.98,poor
cb7.3e_ap_fs1_2013-05-14,p,spring,cb7.3e,2013-05-14,fs1,total_phyto_biomass_chla_ratio,88.3682528683336,3,2.49,fair_poor
cb7.3e_ap_fs1_2014-03-19,p,spring,cb7.3e,2014-03-19,fs1,total_phyto_biomass_chla_ratio,191.340986759379,5,2.59,fair_poor
cb6.4_ap_fs1_2014-03-20,p,spring,cb6.4,2014-03-20,fs1,total_phyto_biomass_chla_ratio,163.809864111038,5,2.97,fair
we4.2_ap_fs1_2014-03-20,p,spring,we4.2,2014-03-20,fs1,total_phyto_biomass_chla_ratio,760.153499912609,5,1.79,poor
cb7.4_ap_fs1_2014-03-21,p,spring,cb7.4,2014-03-21,fs1,total_phyto_biomass_chla_ratio,71.5013888380803,3,1.98,poor
le5.5-w_ap_fs1_2014-03-21,p,spring,le5.5-w,2014-03-21,fs1,total_phyto_biomass_chla_ratio,70.8368097191011,1,1,poor
cb7.4_ap_fs1_2014-04-14,p,spring,cb7.4,2014-04-14,fs1,total_phyto_biomass_chla_ratio,163.114659583786,5,3.45,fair_good
cb7.3e_ap_fs1_2014-04-21,p,spring,cb7.3e,2014-04-21,fs1,total_phyto_biomass_chla_ratio,147.589462718477,5,2.97,fair
cb7.4_ap_fs1_2015-03-09,p,spring,cb7.4,2015-03-09,fs1,total_phyto_biomass_chla_ratio,241.71871720106,5,4.92,good
cb7.3e_ap_fs1_2015-03-09,p,spring,cb7.3e,2015-03-09,fs1,total_phyto_biomass_chla_ratio,185.047605730337,5,4.94,good
cb6.4_ap_fs1_2015-03-09,p,spring,cb6.4,2015-03-09,fs1,total_phyto_biomass_chla_ratio,271.115029454254,5,4.93,good
we4.2_ap_fs1_2015-03-09,p,spring,we4.2,2015-03-09,fs1,total_phyto_biomass_chla_ratio,248.054283865035,5,3.96,fair_good
le5.5-w_ap_fs1_2015-03-09,p,spring,le5.5-w,2015-03-09,fs1,total_phyto_biomass_chla_ratio,186.761717470989,5,2.57,fair_poor
cb6.1_ap_fs1_2015-03-12,p,spring,cb6.1,2015-03-12,fs1,total_phyto_biomass_chla_ratio,276.730839690252,5,4.89,good
cb7.4_ap_fs1_2015-04-06,p,spring,cb7.4,2015-04-06,fs1,total_phyto_biomass_chla_ratio,221.815636358718,5,4.96,good
cb7.3e_ap_fs1_2015-04-06,p,spring,cb7.3e,2015-04-06,fs1,total_phyto_biomass_chla_ratio,489.205817913155,5,4.95,good
cb6.4_ap_fs1_2015-04-07,p,spring,cb6.4,2015-04-07,fs1,total_phyto_biomass_chla_ratio,210.006817626404,5,4.94,good
we4.2_ap_fs1_2015-04-08,p,spring,we4.2,2015-04-08,fs1,total_phyto_biomass_chla_ratio,118.846102371435,5,3.95,fair_good
le5.5-w_ap_fs1_2015-04-08,p,spring,le5.5-w,2015-04-08,fs1,total_phyto_biomass_chla_ratio,84.5990614107366,3,2.19,fair_poor
cb7.4_ap_fs1_2015-05-05,p,spring,cb7.4,2015-05-05,fs1,total_phyto_biomass_chla_ratio,46.6763357097875,1,2.96,fair
cb7.3e_ap_fs1_2015-05-05,p,spring,cb7.3e,2015-05-05,fs1,total_phyto_biomass_chla_ratio,137.994656621021,5,3.36,fair_good
we4.2_ap_fs1_2015-05-07,p,spring,we4.2,2015-05-07,fs1,total_phyto_biomass_chla_ratio,102.945453377029,3,3.44,fair_good
le5.5-w_ap_fs1_2015-05-07,p,spring,le5.5-w,2015-05-07,fs1,total_phyto_biomass_chla_ratio,175.305506300161,5,3.95,fair_good
le5.4_ap_fs1_2016-03-01,p,spring,le5.4,2016-03-01,fs1,total_phyto_biomass_chla_ratio,99.0117587673333,3,1.49,poor
le5.5-w_ap_fs1_2016-03-14,p,spring,le5.5-w,2016-03-14,fs1,total_phyto_biomass_chla_ratio,104.339865733742,3,1.79,poor
we4.2_ap_fs1_2016-03-14,p,spring,we4.2,2016-03-14,fs1,total_phyto_biomass_chla_ratio,233.426981755706,5,2.19,fair_poor
cb6.4_ap_fs1_2016-03-14,p,spring,cb6.4,2016-03-14,fs1,total_phyto_biomass_chla_ratio,137.441434495342,5,2.58,fair_poor
cb7.3e_ap_fs1_2016-03-15,p,spring,cb7.3e,2016-03-15,fs1,total_phyto_biomass_chla_ratio,95.0571318011576,3,2.47,fair_poor
cb7.4_ap_fs1_2016-03-16,p,spring,cb7.4,2016-03-16,fs1,total_phyto_biomass_chla_ratio,160.068464499732,5,3.96,fair_good
le5.5-w_ap_fs1_2016-04-18,p,spring,le5.5-w,2016-04-18,fs1,total_phyto_biomass_chla_ratio,62.3396531474211,1,1.98,poor
cb7.4_ap_fs1_2016-04-18,p,spring,cb7.4,2016-04-18,fs1,total_phyto_biomass_chla_ratio,122.282072478346,5,3.94,fair_good
cb7.3e_ap_fs1_2016-04-18,p,spring,cb7.3e,2016-04-18,fs1,total_phyto_biomass_chla_ratio,74.7212889096962,3,2.47,fair_poor
cb6.4_ap_fs1_2016-04-18,p,spring,cb6.4,2016-04-18,fs1,total_phyto_biomass_chla_ratio,53.9397974545707,1,1.98,poor
we4.2_ap_fs1_2016-04-18,p,spring,we4.2,2016-04-18,fs1,total_phyto_biomass_chla_ratio,82.8715238733841,3,2.48,fair_poor
cb7.4_ap_fs1_2016-05-10,p,spring,cb7.4,2016-05-10,fs1,total_phyto_biomass_chla_ratio,107.299265769249,3,2.98,fair
cb7.3e_ap_fs1_2016-05-10,p,spring,cb7.3e,2016-05-10,fs1,total_phyto_biomass_chla_ratio,74.3764486267166,3,2.48,fair_poor
we4.2_ap_fs1_2016-05-10,p,spring,we4.2,2016-05-10,fs1,total_phyto_biomass_chla_ratio,118.613705534201,5,2.19,fair_poor
cb7.3e_ap_fs1_2013-03-20,p,spring,cb7.3e,2013-03-20,fs1,surface_chla,2.3496,5,3.45,fair_good
cb7.4_ap_fs1_2013-03-20,p,spring,cb7.4,2013-03-20,fs1,surface_chla,3.3108,3,2.48,fair_poor
cb7.4_ap_fs1_2013-04-15,p,spring,cb7.4,2013-04-15,fs1,surface_chla,1.58,5,3.95,fair_good
cb7.3e_ap_fs1_2013-04-15,p,spring,cb7.3e,2013-04-15,fs1,surface_chla,2.136,5,2.96,fair
cb6.4_ap_fs1_2013-04-16,p,spring,cb6.4,2013-04-16,fs1,surface_chla,2.5632,5,3.43,fair_good
we4.2_ap_fs1_2013-04-17,p,spring,we4.2,2013-04-17,fs1,surface_chla,4.1385,1,1.98,poor
cb7.4_ap_fs1_2013-05-14,p,spring,cb7.4,2013-05-14,fs1,surface_chla,5.6604,1,1.98,poor
cb7.3e_ap_fs1_2013-05-14,p,spring,cb7.3e,2013-05-14,fs1,surface_chla,7.5828,1,2.49,fair_poor
cb7.3e_ap_fs1_2014-03-19,p,spring,cb7.3e,2014-03-19,fs1,surface_chla,6.5148,1,2.59,fair_poor
cb6.4_ap_fs1_2014-03-20,p,spring,cb6.4,2014-03-20,fs1,surface_chla,4.806,1,2.97,fair
we4.2_ap_fs1_2014-03-20,p,spring,we4.2,2014-03-20,fs1,surface_chla,4.806,1,1.79,poor
cb7.4_ap_fs1_2014-03-21,p,spring,cb7.4,2014-03-21,fs1,surface_chla,4.5924,1,1.98,poor
le5.5-w_ap_fs1_2014-03-21,p,spring,le5.5-w,2014-03-21,fs1,surface_chla,10.146,1,1,poor
cb7.4_ap_fs1_2014-04-14,p,spring,cb7.4,2014-04-14,fs1,surface_chla,3.3108,3,3.45,fair_good
cb7.3e_ap_fs1_2014-04-21,p,spring,cb7.3e,2014-04-21,fs1,surface_chla,6.408,1,2.97,fair
cb7.4_ap_fs1_2015-03-09,p,spring,cb7.4,2015-03-09,fs1,surface_chla,2.2428,5,4.92,good
cb7.3e_ap_fs1_2015-03-09,p,spring,cb7.3e,2015-03-09,fs1,surface_chla,1.602,5,4.94,good
cb6.4_ap_fs1_2015-03-09,p,spring,cb6.4,2015-03-09,fs1,surface_chla,1.2816,5,4.93,good
we4.2_ap_fs1_2015-03-09,p,spring,we4.2,2015-03-09,fs1,surface_chla,2.9904,3,3.96,fair_good
le5.5-w_ap_fs1_2015-03-09,p,spring,le5.5-w,2015-03-09,fs1,surface_chla,6.5148,1,2.57,fair_poor
cb6.1_ap_fs1_2015-03-12,p,spring,cb6.1,2015-03-12,fs1,surface_chla,1.9224,5,4.89,good
cb7.4_ap_fs1_2015-04-06,p,spring,cb7.4,2015-04-06,fs1,surface_chla,2.4564,5,4.96,good
cb7.3e_ap_fs1_2015-04-06,p,spring,cb7.3e,2015-04-06,fs1,surface_chla,1.7088,5,4.95,good
cb6.4_ap_fs1_2015-04-07,p,spring,cb6.4,2015-04-07,fs1,surface_chla,2.5632,5,4.94,good
we4.2_ap_fs1_2015-04-08,p,spring,we4.2,2015-04-08,fs1,surface_chla,5.5536,1,3.95,fair_good
le5.5-w_ap_fs1_2015-04-08,p,spring,le5.5-w,2015-04-08,fs1,surface_chla,16.02,1,2.19,fair_poor
cb7.4_ap_fs1_2015-05-05,p,spring,cb7.4,2015-05-05,fs1,surface_chla,6.8352,1,2.96,fair
cb7.3e_ap_fs1_2015-05-05,p,spring,cb7.3e,2015-05-05,fs1,surface_chla,8.544,1,3.36,fair_good
we4.2_ap_fs1_2015-05-07,p,spring,we4.2,2015-05-07,fs1,surface_chla,4.806,1,3.44,fair_good
le5.5-w_ap_fs1_2015-05-07,p,spring,le5.5-w,2015-05-07,fs1,surface_chla,5.2332,1,3.95,fair_good
le5.4_ap_fs1_2016-03-01,p,spring,le5.4,2016-03-01,fs1,surface_chla,15,1,1.49,poor
le5.5-w_ap_fs1_2016-03-14,p,spring,le5.5-w,2016-03-14,fs1,surface_chla,11.748,1,1.79,poor
we4.2_ap_fs1_2016-03-14,p,spring,we4.2,2016-03-14,fs1,surface_chla,5.6604,1,2.19,fair_poor
cb6.4_ap_fs1_2016-03-14,p,spring,cb6.4,2016-03-14,fs1,surface_chla,9.078,1,2.58,fair_poor
cb7.3e_ap_fs1_2016-03-15,p,spring,cb7.3e,2016-03-15,fs1,surface_chla,4.6992,1,2.47,fair_poor
cb7.4_ap_fs1_2016-03-16,p,spring,cb7.4,2016-03-16,fs1,surface_chla,2.7768,5,3.96,fair_good
le5.5-w_ap_fs1_2016-04-18,p,spring,le5.5-w,2016-04-18,fs1,surface_chla,8.8644,1,1.98,poor
cb7.4_ap_fs1_2016-04-18,p,spring,cb7.4,2016-04-18,fs1,surface_chla,1.368,5,3.94,fair_good
cb7.3e_ap_fs1_2016-04-18,p,spring,cb7.3e,2016-04-18,fs1,surface_chla,4.806,1,2.47,fair_poor
cb6.4_ap_fs1_2016-04-18,p,spring,cb6.4,2016-04-18,fs1,surface_chla,4.806,1,1.98,poor
we4.2_ap_fs1_2016-04-18,p,spring,we4.2,2016-04-18,fs1,surface_chla,6.6216,1,2.48,fair_poor
cb7.4_ap_fs1_2016-05-10,p,spring,cb7.4,2016-05-10,fs1,surface_chla,3.9516,3,2.98,fair
cb7.3e_ap_fs1_2016-05-10,p,spring,cb7.3e,2016-05-10,fs1,surface_chla,5.4468,1,2.48,fair_poor
we4.2_ap_fs1_2016-05-10,p,spring,we4.2,2016-05-10,fs1,surface_chla,10.146,1,2.19,fair_poor
cb7.3e_ap_fs1_2013-03-20,p,spring,cb7.3e,2013-03-20,fs1,doc,2.57,3,3.45,fair_good
cb7.4_ap_fs1_2013-03-20,p,spring,cb7.4,2013-03-20,fs1,doc,2.575,3,2.48,fair_poor
cb7.4_ap_fs1_2013-04-15,p,spring,cb7.4,2013-04-15,fs1,doc,2.06,5,3.95,fair_good
cb7.3e_ap_fs1_2013-04-15,p,spring,cb7.3e,2013-04-15,fs1,doc,1.989,5,2.96,fair
cb6.4_ap_fs1_2013-04-16,p,spring,cb6.4,2013-04-16,fs1,doc,2.595,3,3.43,fair_good
we4.2_ap_fs1_2013-04-17,p,spring,we4.2,2013-04-17,fs1,doc,2.7615,1,1.98,poor
cb7.4_ap_fs1_2013-05-14,p,spring,cb7.4,2013-05-14,fs1,doc,2.4,5,1.98,poor
cb7.3e_ap_fs1_2013-05-14,p,spring,cb7.3e,2013-05-14,fs1,doc,2.288,5,2.49,fair_poor
cb7.3e_ap_fs1_2014-03-19,p,spring,cb7.3e,2014-03-19,fs1,doc,1.925,5,2.59,fair_poor
cb6.4_ap_fs1_2014-03-20,p,spring,cb6.4,2014-03-20,fs1,doc,2.231,5,2.97,fair
we4.2_ap_fs1_2014-03-20,p,spring,we4.2,2014-03-20,fs1,doc,3.0585,1,1.79,poor
cb7.4_ap_fs1_2014-03-21,p,spring,cb7.4,2014-03-21,fs1,doc,2.539,3,1.98,poor
le5.5-w_ap_fs1_2014-03-21,p,spring,le5.5-w,2014-03-21,fs1,doc,2.772,1,1,poor
cb7.4_ap_fs1_2014-04-14,p,spring,cb7.4,2014-04-14,fs1,doc,2.062,5,3.45,fair_good
cb7.3e_ap_fs1_2014-04-21,p,spring,cb7.3e,2014-04-21,fs1,doc,1.854,5,2.97,fair
cb7.4_ap_fs1_2015-03-09,p,spring,cb7.4,2015-03-09,fs1,doc,1.726,5,4.92,good
cb7.3e_ap_fs1_2015-03-09,p,spring,cb7.3e,2015-03-09,fs1,doc,1.807,5,4.94,good
cb6.4_ap_fs1_2015-03-09,p,spring,cb6.4,2015-03-09,fs1,doc,2.038,5,4.93,good
we4.2_ap_fs1_2015-03-09,p,spring,we4.2,2015-03-09,fs1,doc,2.153,5,3.96,fair_good
le5.5-w_ap_fs1_2015-03-09,p,spring,le5.5-w,2015-03-09,fs1,doc,2.966,1,2.57,fair_poor
cb6.1_ap_fs1_2015-03-12,p,spring,cb6.1,2015-03-12,fs1,doc,2.181,5,4.89,good
cb7.4_ap_fs1_2015-04-06,p,spring,cb7.4,2015-04-06,fs1,doc,1.587,5,4.96,good
cb7.3e_ap_fs1_2015-04-06,p,spring,cb7.3e,2015-04-06,fs1,doc,1.783,5,4.95,good
cb6.4_ap_fs1_2015-04-07,p,spring,cb6.4,2015-04-07,fs1,doc,2.171,5,4.94,good
